store_id,customer_id,product_id,product_category,date,amount,single_price,transaction_id
Store 10,Customer 1589,39420.0,Sports,2007-05-27 07:00:00,2.0,25.7,31.0
Store 09,Customer 1446,37105.0,Health,2005-09-28 07:00:00,4.0,71.7,32.0
Store 05,Customer 715,17679.0,Home/Garden,2008-11-09 07:00:00,2.0,45.1,33.0
Store 11,Customer 1491,69756.0,Movies,2006-05-10 07:00:00,4.0,70.4,34.0
Store 05,Customer 1371,26559.0,Sports,2006-01-31 07:00:00,1.0,95.0,35.0
Store 04,Customer 461,30166.0,Movies,2006-06-14 07:00:00,1.0,53.8,36.0
Store 10,Customer 847,68934.0,Movies,2007-07-07 07:00:00,8.0,20.6,37.0
Store 15,Customer 1659,88467.0,Electronics,2006-10-14 07:00:00,6.0,51.6,38.0
Store 13,Customer 111,28515.0,Books,2007-09-27 07:00:00,9.0,50.5,39.0
Store 15,Customer 1973,93494.0,Movies,2005-12-29 07:00:00,5.0,34.5,40.0
Store 05,Customer 1832,37283.0,Books,2008-06-17 07:00:00,1.0,18.6,41.0
Store 04,Customer 1395,87586.0,Books,2005-06-08 07:00:00,2.0,37.6,42.0
Store 08,Customer 164,41370.0,Clothing,2005-12-07 07:00:00,1.0,18.7,43.0
Store 08,Customer 419,28846.0,Movies,2005-12-19 07:00:00,2.0,88.4,44.0
Store 15,Customer 1165,55757.0,Home/Garden,2007-04-08 07:00:00,7.0,48.7,45.0
Store 10,Customer 1656,93537.0,Electronics,2007-07-25 07:00:00,1.0,70.7,46.0
Store 14,Customer 121,41211.0,Toys,2006-04-09 07:00:00,1.0,72.5,47.0
Store 14,Customer 693,43067.0,Toys,2008-11-09 07:00:00,5.0,70.9,48.0
Store 08,Customer 1609,11433.0,Toys,2008-06-10 07:00:00,9.0,68.7,49.0
Store 10,Customer 553,78007.0,Electronics,2008-05-26 07:00:00,6.0,12.8,50.0
Store 15,Customer 1675,38499.0,Toys,2007-02-25 07:00:00,4.0,15.6,51.0
Store 10,Customer 1892,54999.0,Electronics,2007-11-11 07:00:00,1.0,45.4,52.0
Store 02,Customer 217,36959.0,Movies,2008-07-17 07:00:00,6.0,67.2,53.0
Store 10,Customer 267,32261.0,Electronics,2006-05-06 07:00:00,9.0,22.5,54.0
Store 01,Customer 296,93469.0,Toys,2006-11-15 07:00:00,5.0,35.8,55.0
Store 02,Customer 794,55677.0,Electronics,2005-09-30 07:00:00,8.0,75.2,56.0
Store 08,Customer 814,70502.0,Home/Garden,2008-09-06 07:00:00,4.0,56.3,57.0
Store 05,Customer 741,22633.0,Electronics,2008-11-13 07:00:00,4.0,35.0,58.0
Store 09,Customer 1647,50731.0,Electronics,2007-02-20 07:00:00,2.0,27.2,59.0
Store 09,Customer 1387,41117.0,Books,2008-06-30 07:00:00,8.0,33.7,60.0
Store 12,Customer 705,99645.0,Books,2005-08-23 07:00:00,7.0,41.3,61.0
Store 11,Customer 1261,24818.0,Sports,2005-07-03 07:00:00,5.0,67.7,62.0
Store 12,Customer 1443,18863.0,Movies,2007-03-16 07:00:00,5.0,19.6,63.0
Store 01,Customer 163,61867.0,Books,2007-12-29 07:00:00,8.0,95.8,64.0
Store 01,Customer 789,31254.0,Health,2007-11-17 07:00:00,1.0,44.7,65.0
Store 11,Customer 1966,53922.0,Electronics,2007-01-14 07:00:00,8.0,13.2,66.0
Store 06,Customer 877,56762.0,Toys,2008-07-06 07:00:00,5.0,56.7,67.0
Store 12,Customer 539,32913.0,Toys,2005-05-09 07:00:00,8.0,99.2,68.0
Store 04,Customer 1480,68113.0,Movies,2007-12-05 07:00:00,6.0,56.6,69.0
Store 07,Customer 99,23870.0,Health,2006-04-28 07:00:00,7.0,53.0,70.0
Store 10,Customer 1792,45344.0,Electronics,2005-11-18 07:00:00,3.0,76.2,71.0
Store 02,Customer 1929,13316.0,Toys,2007-04-14 07:00:00,6.0,29.4,72.0
Store 05,Customer 707,28626.0,Home/Garden,2007-12-22 07:00:00,6.0,63.2,73.0
Store 07,Customer 1348,82499.0,Home/Garden,2007-06-14 07:00:00,3.0,87.2,74.0
Store 09,Customer 392,18582.0,Toys,2008-09-04 07:00:00,4.0,10.8,75.0
Store 14,Customer 1475,90692.0,Health,2006-10-07 07:00:00,5.0,56.7,76.0
Store 15,Customer 609,97871.0,Movies,2006-08-08 07:00:00,5.0,79.8,77.0
Store 01,Customer 891,44627.0,Books,2006-09-04 07:00:00,3.0,98.4,78.0
Store 02,Customer 1403,61688.0,Books,2006-04-16 07:00:00,2.0,86.8,79.0
Store 10,Customer 831,10204.0,Sports,2008-02-07 07:00:00,5.0,44.2,80.0
Store 06,Customer 123,97833.0,Electronics,2008-08-08 07:00:00,4.0,40.3,81.0
Store 14,Customer 1379,85468.0,Sports,2006-07-31 07:00:00,5.0,41.1,82.0
Store 13,Customer 1649,95979.0,Home/Garden,2005-09-28 07:00:00,9.0,22.2,83.0
Store 15,Customer 521,56873.0,Books,2007-01-24 07:00:00,3.0,36.7,84.0
Store 03,Customer 1553,53734.0,Home/Garden,2008-07-29 07:00:00,6.0,21.9,85.0
Store 14,Customer 1790,20009.0,Toys,2007-12-20 07:00:00,1.0,74.0,86.0
Store 15,Customer 1855,89067.0,Electronics,2005-06-07 07:00:00,4.0,52.1,87.0
Store 10,Customer 1713,39192.0,Electronics,2007-12-04 07:00:00,3.0,95.3,88.0
Store 13,Customer 997,22761.0,Home/Garden,2006-05-02 07:00:00,4.0,71.8,89.0
Store 11,Customer 1953,74449.0,Home/Garden,2006-09-05 07:00:00,6.0,44.2,90.0
Store 09,Customer 1086,82289.0,Toys,2005-09-16 07:00:00,3.0,74.0,91.0
Store 02,Customer 1392,60439.0,Sports,2006-01-07 07:00:00,1.0,57.9,92.0
Store 04,Customer 1217,83854.0,Sports,2006-08-15 07:00:00,6.0,91.7,93.0
Store 05,Customer 749,27085.0,Books,2005-06-22 07:00:00,8.0,13.7,94.0
Store 06,Customer 1291,83573.0,Sports,2006-01-23 07:00:00,4.0,94.4,95.0
Store 10,Customer 711,86284.0,Toys,2005-05-23 07:00:00,8.0,93.6,96.0
Store 13,Customer 776,15381.0,Health,2006-11-16 07:00:00,2.0,81.3,97.0
Store 14,Customer 1996,47830.0,Electronics,2008-02-01 07:00:00,3.0,54.1,98.0
Store 12,Customer 1511,32795.0,Home/Garden,2005-07-06 07:00:00,6.0,97.9,99.0
Store 09,Customer 836,14932.0,Movies,2006-04-26 07:00:00,1.0,44.8,100.0
Store 03,Customer 777,46793.0,Electronics,2005-12-29 07:00:00,4.0,88.5,101.0
Store 07,Customer 1398,96172.0,Sports,2005-12-09 07:00:00,1.0,16.2,102.0
Store 11,Customer 190,51180.0,Clothing,2005-02-05 07:00:00,8.0,93.1,103.0
Store 08,Customer 1057,50579.0,Health,2005-06-18 07:00:00,5.0,11.5,104.0
Store 10,Customer 1408,52877.0,Toys,2005-06-09 07:00:00,7.0,71.1,105.0
Store 04,Customer 142,57491.0,Books,2007-09-06 07:00:00,3.0,33.9,106.0
Store 11,Customer 1204,42179.0,Home/Garden,2008-04-25 07:00:00,3.0,43.3,107.0
Store 14,Customer 554,85147.0,Home/Garden,2007-05-07 07:00:00,5.0,96.5,108.0
Store 03,Customer 982,53971.0,Toys,2005-09-11 07:00:00,5.0,28.3,109.0
Store 01,Customer 237,91096.0,Clothing,2007-03-22 07:00:00,1.0,83.0,110.0
Store 13,Customer 1914,91507.0,Movies,2008-05-10 07:00:00,9.0,39.5,111.0
Store 12,Customer 1098,31079.0,Movies,2007-10-26 07:00:00,8.0,95.4,112.0
Store 06,Customer 1560,41866.0,Home/Garden,2005-05-10 07:00:00,9.0,69.1,113.0
Store 08,Customer 330,19985.0,Electronics,2006-06-02 07:00:00,7.0,66.8,114.0
Store 03,Customer 272,43601.0,Clothing,2007-03-29 07:00:00,1.0,21.2,115.0
Store 10,Customer 770,72854.0,Clothing,2006-05-16 07:00:00,4.0,80.5,116.0
Store 14,Customer 708,11956.0,Clothing,2006-03-13 07:00:00,6.0,17.3,117.0
Store 09,Customer 1685,11106.0,Clothing,2007-12-18 07:00:00,1.0,73.4,118.0
Store 09,Customer 309,76098.0,Sports,2006-12-02 07:00:00,3.0,99.4,119.0
Store 09,Customer 422,40196.0,Home/Garden,2006-10-28 07:00:00,6.0,95.8,120.0
Store 09,Customer 1904,90609.0,Home/Garden,2007-05-10 07:00:00,4.0,33.3,121.0
Store 01,Customer 926,96155.0,Home/Garden,2007-02-08 07:00:00,1.0,21.4,122.0
Store 11,Customer 393,65107.0,Health,2006-07-19 07:00:00,3.0,81.5,123.0
Store 10,Customer 1110,46515.0,Home/Garden,2007-05-08 07:00:00,4.0,93.6,124.0
Store 01,Customer 980,25242.0,Electronics,2007-07-13 07:00:00,7.0,45.1,125.0
Store 03,Customer 1654,67885.0,Sports,2008-05-21 07:00:00,6.0,37.4,126.0
Store 13,Customer 1698,85985.0,Sports,2006-02-12 07:00:00,9.0,47.7,127.0
Store 05,Customer 470,68713.0,Clothing,2006-10-17 07:00:00,6.0,40.0,128.0
Store 07,Customer 919,94301.0,Books,2008-05-02 07:00:00,7.0,49.8,129.0
Store 11,Customer 1985,70941.0,Clothing,2006-10-16 07:00:00,9.0,16.9,130.0
Store 04,Customer 461,10724.0,Books,2007-04-21 07:00:00,2.0,16.4,131.0
Store 14,Customer 1898,26707.0,Movies,2007-09-10 07:00:00,4.0,12.8,132.0
Store 14,Customer 1767,28514.0,Clothing,2008-05-01 07:00:00,9.0,35.2,133.0
Store 04,Customer 1782,57185.0,Clothing,2006-09-04 07:00:00,8.0,89.8,134.0
Store 03,Customer 988,40476.0,Clothing,2008-01-17 07:00:00,9.0,14.1,135.0
Store 15,Customer 1329,81719.0,Health,2006-09-28 07:00:00,8.0,60.0,136.0
Store 14,Customer 353,69367.0,Toys,2005-09-24 07:00:00,6.0,68.5,137.0
Store 11,Customer 1237,88983.0,Books,2006-11-28 07:00:00,7.0,68.7,138.0
Store 12,Customer 1325,12327.0,Movies,2007-01-26 07:00:00,7.0,83.0,139.0
Store 10,Customer 1420,99046.0,Electronics,2006-11-24 07:00:00,2.0,28.8,140.0
Store 14,Customer 865,34190.0,Home/Garden,2007-04-15 07:00:00,6.0,16.3,141.0
Store 13,Customer 1410,41861.0,Health,2005-08-16 07:00:00,6.0,43.9,142.0
Store 05,Customer 795,26781.0,Toys,2005-05-08 07:00:00,5.0,72.5,143.0
Store 06,Customer 602,94543.0,Electronics,2006-11-12 07:00:00,4.0,73.0,144.0
Store 04,Customer 851,82112.0,Home/Garden,2006-01-19 07:00:00,3.0,34.7,145.0
Store 04,Customer 1651,18075.0,Home/Garden,2005-06-03 07:00:00,2.0,46.3,146.0
Store 10,Customer 365,99786.0,Movies,2006-07-17 07:00:00,4.0,97.9,147.0
Store 11,Customer 1619,24688.0,Sports,2005-04-22 07:00:00,9.0,43.2,148.0
Store 08,Customer 1607,14845.0,Toys,2008-05-29 07:00:00,9.0,38.7,149.0
Store 10,Customer 1332,80212.0,Electronics,2005-06-26 07:00:00,6.0,69.3,150.0
Store 04,Customer 1244,70423.0,Clothing,2008-05-02 07:00:00,9.0,63.0,151.0
Store 11,Customer 1246,52279.0,Home/Garden,2005-05-19 07:00:00,3.0,76.1,152.0
Store 14,Customer 1122,53730.0,Home/Garden,2007-11-21 07:00:00,2.0,96.7,153.0
Store 04,Customer 307,13034.0,Electronics,2005-11-15 07:00:00,8.0,77.3,154.0
Store 07,Customer 274,82341.0,Electronics,2005-12-11 07:00:00,6.0,42.1,155.0
Store 07,Customer 1617,87766.0,Electronics,2008-04-28 07:00:00,9.0,47.0,156.0
Store 01,Customer 96,15799.0,Toys,2006-07-02 07:00:00,7.0,68.5,157.0
Store 01,Customer 1789,94952.0,Electronics,2005-10-06 07:00:00,9.0,84.2,158.0
Store 06,Customer 653,51655.0,Electronics,2005-12-19 07:00:00,4.0,11.9,159.0
Store 05,Customer 1845,29045.0,Sports,2006-08-11 07:00:00,4.0,90.1,160.0
Store 11,Customer 183,60692.0,Electronics,2008-02-03 07:00:00,9.0,28.6,161.0
Store 15,Customer 1299,99578.0,Health,2006-03-24 07:00:00,5.0,37.3,162.0
Store 10,Customer 1186,85754.0,Books,2006-06-21 07:00:00,4.0,32.1,163.0
Store 07,Customer 1602,43073.0,Books,2006-08-30 07:00:00,9.0,66.2,164.0
Store 13,Customer 390,87472.0,Health,2008-10-03 07:00:00,2.0,41.7,165.0
Store 11,Customer 585,36097.0,Sports,2005-12-25 07:00:00,4.0,44.8,166.0
Store 11,Customer 685,25971.0,Clothing,2006-04-02 07:00:00,5.0,19.3,167.0
Store 10,Customer 1086,51730.0,Electronics,2008-06-01 07:00:00,6.0,38.8,168.0
Store 07,Customer 301,41381.0,Books,2008-09-01 07:00:00,4.0,66.0,169.0
Store 13,Customer 588,28579.0,Movies,2007-01-12 07:00:00,6.0,70.8,170.0
Store 14,Customer 23,90949.0,Clothing,2007-10-26 07:00:00,6.0,98.1,171.0
Store 10,Customer 1005,54378.0,Home/Garden,2007-11-23 07:00:00,9.0,94.4,172.0
Store 06,Customer 246,94162.0,Toys,2007-10-09 07:00:00,1.0,65.9,173.0
Store 15,Customer 239,57791.0,Home/Garden,2006-01-21 07:00:00,3.0,81.4,174.0
Store 07,Customer 1440,15068.0,Electronics,2005-04-16 07:00:00,5.0,30.4,175.0
Store 15,Customer 868,31688.0,Health,2008-11-05 07:00:00,3.0,43.9,176.0
Store 07,Customer 864,30958.0,Movies,2006-12-19 07:00:00,7.0,47.8,177.0
Store 10,Customer 114,61629.0,Movies,2008-07-24 07:00:00,4.0,56.3,178.0
Store 12,Customer 811,18426.0,Home/Garden,2007-07-12 07:00:00,6.0,24.0,179.0
Store 05,Customer 1200,26316.0,Home/Garden,2008-05-17 07:00:00,5.0,76.8,180.0
Store 06,Customer 1211,78597.0,Books,2007-05-26 07:00:00,4.0,76.1,181.0
Store 11,Customer 831,31523.0,Electronics,2007-01-24 07:00:00,7.0,86.8,182.0
Store 01,Customer 857,21485.0,Clothing,2006-12-21 07:00:00,1.0,85.5,183.0
Store 13,Customer 429,50196.0,Electronics,2007-09-25 07:00:00,5.0,12.7,184.0
Store 06,Customer 1631,44898.0,Home/Garden,2006-01-31 07:00:00,1.0,58.7,185.0
Store 09,Customer 274,16051.0,Clothing,2007-01-31 07:00:00,3.0,26.9,186.0
Store 11,Customer 605,11931.0,Movies,2007-08-31 07:00:00,1.0,62.4,187.0
Store 08,Customer 1189,44836.0,Home/Garden,2006-10-31 07:00:00,9.0,76.5,188.0
Store 07,Customer 1319,83896.0,Home/Garden,2007-11-06 07:00:00,5.0,49.3,189.0
Store 14,Customer 452,69841.0,Toys,2006-10-02 07:00:00,6.0,82.5,190.0
Store 15,Customer 1550,75611.0,Health,2008-06-14 07:00:00,6.0,87.4,191.0
Store 07,Customer 1671,62836.0,Movies,2008-11-21 07:00:00,5.0,48.2,192.0
Store 06,Customer 1690,73390.0,Clothing,2006-06-11 07:00:00,7.0,21.0,193.0
Store 13,Customer 1732,29650.0,Electronics,2005-06-10 07:00:00,4.0,51.1,194.0
Store 11,Customer 474,53185.0,Books,2008-02-17 07:00:00,2.0,56.2,195.0
Store 14,Customer 769,14356.0,Electronics,2005-06-18 07:00:00,6.0,62.0,196.0
Store 07,Customer 1306,41463.0,Movies,2007-05-25 07:00:00,2.0,32.5,197.0
Store 05,Customer 354,67616.0,Movies,2005-08-02 07:00:00,8.0,87.1,198.0
Store 14,Customer 71,78821.0,Toys,2006-07-01 07:00:00,5.0,63.4,199.0
Store 02,Customer 235,55530.0,Books,2006-10-27 07:00:00,1.0,17.6,200.0
Store 06,Customer 1109,96731.0,Sports,2008-04-29 07:00:00,9.0,10.5,201.0
Store 05,Customer 1672,69498.0,Sports,2007-09-26 07:00:00,6.0,88.4,202.0
Store 08,Customer 757,28656.0,Toys,2005-03-31 07:00:00,3.0,58.6,203.0
Store 01,Customer 368,15707.0,Home/Garden,2007-08-28 07:00:00,9.0,21.5,204.0
Store 01,Customer 408,73877.0,Toys,2008-09-01 07:00:00,6.0,54.0,205.0
Store 11,Customer 854,86248.0,Health,2008-01-23 07:00:00,3.0,96.0,206.0
Store 05,Customer 207,44435.0,Books,2007-12-23 07:00:00,5.0,38.5,207.0
Store 03,Customer 1307,75095.0,Electronics,2006-05-20 07:00:00,4.0,15.6,208.0
Store 03,Customer 1523,40457.0,Electronics,2005-05-06 07:00:00,8.0,29.0,209.0
Store 15,Customer 1322,11515.0,Toys,2005-09-22 07:00:00,8.0,48.4,210.0
Store 08,Customer 1103,15941.0,Sports,2008-04-18 07:00:00,5.0,58.9,211.0
Store 04,Customer 572,17229.0,Home/Garden,2007-11-05 07:00:00,5.0,87.3,212.0
Store 10,Customer 695,41392.0,Clothing,2006-12-15 07:00:00,4.0,34.8,213.0
Store 06,Customer 458,81347.0,Health,2008-06-30 07:00:00,3.0,50.9,214.0
Store 01,Customer 928,47513.0,Health,2008-04-06 07:00:00,9.0,79.6,215.0
Store 14,Customer 1638,10368.0,Toys,2006-09-16 07:00:00,8.0,21.8,216.0
Store 10,Customer 1675,88259.0,Home/Garden,2005-06-24 07:00:00,8.0,50.7,217.0
Store 10,Customer 208,69593.0,Movies,2005-06-23 07:00:00,5.0,30.1,218.0
Store 10,Customer 15,75625.0,Sports,2008-08-07 07:00:00,6.0,54.6,219.0
Store 11,Customer 1350,55073.0,Electronics,2005-08-15 07:00:00,9.0,25.2,220.0
Store 10,Customer 398,53250.0,Electronics,2005-08-24 07:00:00,1.0,94.3,221.0
Store 05,Customer 1312,11804.0,Home/Garden,2005-09-29 07:00:00,3.0,16.7,222.0
Store 15,Customer 1483,62499.0,Movies,2006-10-18 07:00:00,9.0,74.9,223.0
Store 07,Customer 1680,29371.0,Toys,2006-09-17 07:00:00,8.0,30.2,224.0
Store 15,Customer 1318,33247.0,Electronics,2008-03-18 07:00:00,6.0,11.9,225.0
Store 09,Customer 1208,16585.0,Electronics,2006-09-28 07:00:00,1.0,52.1,226.0
Store 07,Customer 1450,40733.0,Movies,2007-01-26 07:00:00,7.0,55.7,227.0
Store 09,Customer 1193,81870.0,Electronics,2005-08-13 07:00:00,7.0,51.3,228.0
Store 13,Customer 343,53291.0,Electronics,2008-06-30 07:00:00,3.0,80.3,229.0
Store 15,Customer 1413,67954.0,Health,2006-02-14 07:00:00,7.0,37.3,230.0
Store 01,Customer 1917,65207.0,Toys,2007-03-31 07:00:00,8.0,34.2,231.0
Store 15,Customer 1452,32226.0,Toys,2006-12-21 07:00:00,8.0,53.5,232.0
Store 09,Customer 1823,67260.0,Toys,2006-08-26 07:00:00,3.0,61.9,233.0
Store 02,Customer 829,29329.0,Home/Garden,2005-06-13 07:00:00,1.0,24.9,234.0
Store 10,Customer 1675,42077.0,Books,2006-09-19 07:00:00,3.0,51.9,235.0
Store 01,Customer 1355,86348.0,Movies,2005-03-23 07:00:00,1.0,48.9,236.0
Store 03,Customer 1101,82265.0,Home/Garden,2005-04-24 07:00:00,1.0,45.8,237.0
Store 01,Customer 429,23397.0,Electronics,2008-03-18 07:00:00,9.0,91.8,238.0
Store 01,Customer 1146,72775.0,Movies,2006-10-16 07:00:00,8.0,31.2,239.0
Store 08,Customer 1844,96446.0,Health,2005-10-28 07:00:00,8.0,65.8,240.0
Store 11,Customer 1201,98980.0,Clothing,2005-03-09 07:00:00,2.0,74.7,241.0
Store 06,Customer 1968,20251.0,Health,2005-07-08 07:00:00,8.0,35.8,242.0
Store 06,Customer 397,81679.0,Toys,2007-01-15 07:00:00,9.0,77.9,243.0
Store 13,Customer 1293,69225.0,Home/Garden,2005-04-06 07:00:00,7.0,43.2,244.0
Store 02,Customer 974,80963.0,Clothing,2005-07-05 07:00:00,8.0,34.6,245.0
Store 02,Customer 1850,41064.0,Clothing,2006-07-01 07:00:00,8.0,79.1,246.0
Store 04,Customer 1398,72574.0,Home/Garden,2007-09-03 07:00:00,3.0,92.7,247.0
Store 03,Customer 957,22621.0,Sports,2008-06-10 07:00:00,4.0,85.6,248.0
Store 14,Customer 1915,71930.0,Toys,2006-10-22 07:00:00,1.0,51.9,249.0
Store 06,Customer 528,85633.0,Health,2006-05-22 07:00:00,2.0,10.3,250.0
Store 03,Customer 1563,21075.0,Books,2007-07-01 07:00:00,7.0,17.8,251.0
Store 01,Customer 823,11393.0,Sports,2008-06-01 07:00:00,8.0,19.2,252.0
Store 11,Customer 233,11367.0,Electronics,2006-09-20 07:00:00,9.0,77.6,253.0
Store 13,Customer 998,70333.0,Home/Garden,2007-01-20 07:00:00,4.0,66.7,254.0
Store 13,Customer 1526,45856.0,Health,2008-05-03 07:00:00,5.0,72.6,255.0
Store 03,Customer 805,78877.0,Books,2006-10-12 07:00:00,5.0,26.0,256.0
Store 04,Customer 1951,17866.0,Health,2005-12-31 07:00:00,7.0,24.7,257.0
Store 01,Customer 1061,70658.0,Home/Garden,2007-08-03 07:00:00,7.0,83.6,258.0
Store 14,Customer 502,14162.0,Electronics,2005-08-20 07:00:00,1.0,26.6,259.0
Store 02,Customer 31,60435.0,Books,2007-06-26 07:00:00,3.0,12.3,260.0
Store 09,Customer 352,36241.0,Electronics,2006-06-13 07:00:00,4.0,16.9,261.0
Store 05,Customer 1766,73867.0,Books,2005-09-19 07:00:00,3.0,73.3,262.0
Store 14,Customer 723,14892.0,Health,2007-06-17 07:00:00,1.0,65.5,263.0
Store 12,Customer 1782,53310.0,Toys,2005-03-13 07:00:00,7.0,97.7,264.0
Store 06,Customer 1294,95581.0,Movies,2008-11-11 07:00:00,1.0,72.9,265.0
Store 05,Customer 1822,84571.0,Home/Garden,2007-12-28 07:00:00,5.0,16.1,266.0
Store 13,Customer 1583,31777.0,Clothing,2008-03-25 07:00:00,9.0,19.6,267.0
Store 08,Customer 881,19843.0,Movies,2006-05-08 07:00:00,6.0,76.6,268.0
Store 14,Customer 1623,23956.0,Health,2008-04-10 07:00:00,9.0,59.5,269.0
Store 15,Customer 887,66907.0,Movies,2006-03-13 07:00:00,8.0,28.4,270.0
Store 07,Customer 951,68923.0,Toys,2006-03-01 07:00:00,9.0,77.5,271.0
Store 10,Customer 1698,46227.0,Electronics,2006-04-21 07:00:00,9.0,23.1,272.0
Store 04,Customer 957,10500.0,Sports,2007-03-01 07:00:00,6.0,36.5,273.0
Store 14,Customer 1992,79086.0,Clothing,2008-09-01 07:00:00,3.0,37.3,274.0
Store 01,Customer 1288,71468.0,Clothing,2007-07-14 07:00:00,7.0,42.0,275.0
Store 14,Customer 245,19186.0,Home/Garden,2008-08-17 07:00:00,3.0,88.8,276.0
Store 09,Customer 691,87824.0,Books,2006-09-04 07:00:00,8.0,62.3,277.0
Store 02,Customer 1426,95942.0,Toys,2007-08-31 07:00:00,7.0,20.6,278.0
Store 01,Customer 29,84736.0,Electronics,2005-11-08 07:00:00,9.0,39.4,279.0
Store 11,Customer 1670,70161.0,Movies,2007-12-10 07:00:00,1.0,16.5,280.0
Store 14,Customer 34,95082.0,Movies,2005-07-18 07:00:00,9.0,65.2,281.0
Store 05,Customer 72,85055.0,Electronics,2008-10-08 07:00:00,3.0,56.3,282.0
Store 07,Customer 582,34621.0,Clothing,2008-01-01 07:00:00,1.0,51.7,283.0
Store 15,Customer 846,48983.0,Toys,2007-06-17 07:00:00,3.0,27.6,284.0
Store 10,Customer 1051,39052.0,Clothing,2006-12-16 07:00:00,8.0,83.6,285.0
Store 08,Customer 1785,37128.0,Sports,2005-03-29 07:00:00,2.0,49.5,286.0
Store 11,Customer 1685,61064.0,Clothing,2005-12-16 07:00:00,2.0,90.6,287.0
Store 13,Customer 537,37326.0,Electronics,2005-06-28 07:00:00,7.0,25.3,288.0
Store 12,Customer 903,49876.0,Electronics,2006-01-02 07:00:00,7.0,43.7,289.0
Store 03,Customer 1757,68721.0,Electronics,2005-10-03 07:00:00,3.0,10.7,290.0
Store 09,Customer 1233,23460.0,Home/Garden,2005-05-10 07:00:00,7.0,71.7,291.0
Store 14,Customer 1303,17017.0,Movies,2005-07-01 07:00:00,2.0,40.3,292.0
Store 03,Customer 1706,37883.0,Sports,2007-11-21 07:00:00,6.0,38.9,293.0
Store 11,Customer 1321,80351.0,Movies,2008-04-08 07:00:00,6.0,20.5,294.0
Store 02,Customer 573,95193.0,Home/Garden,2007-08-09 07:00:00,6.0,60.3,295.0
Store 08,Customer 1756,29987.0,Health,2007-11-23 07:00:00,5.0,73.1,296.0
Store 12,Customer 1526,92370.0,Health,2006-05-16 07:00:00,9.0,24.2,297.0
Store 10,Customer 368,99741.0,Toys,2005-07-24 07:00:00,9.0,13.5,298.0
Store 11,Customer 754,81646.0,Movies,2007-10-28 07:00:00,9.0,59.7,299.0
Store 14,Customer 1381,40178.0,Home/Garden,2005-07-03 07:00:00,8.0,50.7,300.0
Store 07,Customer 363,73530.0,Home/Garden,2007-07-27 07:00:00,8.0,28.4,301.0
Store 03,Customer 1160,34524.0,Clothing,2005-10-17 07:00:00,4.0,77.4,302.0
